Id,NightDuration,Weather,NewYear,Holliday,Sunday,Saturday,CovidCases,Target
6233,412,21.99,0.0,0.0,0,0,0.0,634584.0
6234,416,22.31,0.0,0.0,0,0,0.0,636512.0
6235,418,21.66,0.0,0.0,0,1,0.0,618695.0
6236,422,19.42,0.0,0.0,1,0,0.0,614148.0
6237,426,17.98,0.0,0.0,0,0,0.0,634824.0
6238,430,17.95,0.0,0.0,0,0,0.0,631348.0
6239,434,19.37,0.0,0.0,0,0,0.0,628404.0
6240,438,19.63,0.0,0.0,0,0,0.0,628760.0
6241,443,19.82,0.0,0.0,0,0,0.0,637759.0
6242,448,18.41,0.0,0.0,0,1,0.0,627368.0
6243,452,18.09,0.0,0.0,1,0,0.0,623779.0
6244,456,20.36,0.0,0.0,0,0,0.0,636916.0
6245,460,21.64,0.0,0.0,0,0,0.0,637433.0
6246,465,22.82,0.0,0.0,0,0,0.0,639201.0
6247,469,24.06,0.0,0.0,0,0,0.0,641713.0
6248,473,24.5,0.0,0.0,0,0,0.0,644395.0
6249,478,21.87,0.0,0.0,0,1,0.0,623767.0
6250,482,20.87,0.0,0.0,1,0,0.0,622179.0
6251,487,21.66,0.0,0.0,0,0,0.0,646947.0
6252,492,22.74,0.0,0.0,0,0,0.0,645004.0
6253,496,23.03,0.0,0.0,0,0,0.0,641379.0
6254,501,23.11,0.0,0.0,0,0,0.0,642923.0
6255,505,23.32,0.0,0.0,0,0,0.0,643727.0
6256,510,24.14,0.0,0.0,0,1,0.0,622408.0
6257,515,24.7,0.0,0.0,1,0,0.0,621504.0
6258,520,24.24,0.0,0.0,0,0,0.0,644638.0
6259,524,22.31,0.0,0.0,0,0,0.0,643763.0
6260,529,22.13,0.0,0.0,0,0,0.0,643525.0
6261,534,22.61,0.0,0.0,0,0,0.0,650968.0
6262,538,20.54,0.0,0.0,0,0,0.0,651806.0
6263,543,19.83,0.0,0.0,0,1,0.0,634214.0
6264,549,20.17,0.0,0.0,1,0,0.0,622028.0
6265,553,21.5,0.0,0.0,0,0,0.0,645050.0
6266,558,21.23,0.0,0.0,0,0,0.0,648052.0
6267,563,21.16,0.0,0.0,0,0,0.0,646056.0
6268,567,21.78,0.0,0.0,0,0,0.0,645397.0
6269,572,20.35,0.0,0.0,0,0,0.0,648900.0
6270,578,14.61,0.0,0.0,0,1,0.0,629780.0
6271,582,14.98,0.0,0.0,1,0,0.0,623625.0
6272,587,12.92,0.0,0.0,0,0,0.0,645234.0
6273,592,10.61,0.0,0.0,0,0,0.0,642585.0
6274,597,13.97,0.0,0.0,0,0,0.0,642362.0
6275,602,14.31,0.0,0.0,0,0,0.0,635736.0
6276,606,14.73,0.0,0.0,0,0,0.0,638524.0
6277,612,15.31,0.0,0.0,0,1,0.0,628464.0
6278,617,15.05,0.0,0.0,1,0,0.0,626653.0
6279,622,15.01,0.0,0.0,0,0,0.0,643702.0
6280,627,14.4,0.0,0.0,0,0,0.0,643458.0
6281,631,12.63,0.0,0.0,0,0,0.0,647961.0
6282,636,10.1,0.0,0.0,0,0,0.0,653412.0
6283,641,10.17,0.0,0.0,0,0,0.0,662908.0
6284,647,10.15,0.0,0.0,0,1,0.0,649863.0
6285,652,9.93,0.0,0.0,1,0,0.0,651300.0
6286,657,10.14,0.0,0.0,0,0,0.0,672916.0
6287,661,9.71,0.0,0.0,0,0,0.0,678040.0
6288,666,10.23,0.0,0.0,0,0,0.0,674930.0
6289,671,10.65,0.0,0.0,0,0,0.0,675094.0
6290,676,10.68,0.0,0.0,0,0,0.0,678285.0
6291,681,11.3,0.0,0.0,0,1,0.0,665857.0
6292,687,10.19,0.0,0.0,1,0,0.0,663920.0
6293,691,9.99,0.0,0.0,0,0,0.0,679791.0
6294,696,9.75,0.0,0.0,0,0,0.0,677714.0
6295,701,9.81,0.0,0.0,0,0,0.0,681773.0
6296,706,11.16,0.0,0.0,0,0,0.0,679341.0
6297,711,12.31,0.0,0.0,0,0,0.0,676803.0
6298,716,12.46,0.0,0.0,0,1,0.0,655072.0
6299,721,11.9,0.0,0.0,1,0,0.0,649080.0
6300,726,11.0,0.0,0.0,0,0,0.0,669902.0
6301,731,10.39,0.0,0.0,0,0,0.0,668714.0
6302,736,9.13,0.0,0.0,0,0,0.0,670424.0
6303,741,6.91,0.0,0.0,0,0,0.0,681598.0
6304,746,5.55,0.0,0.0,0,0,0.0,683005.0
6305,751,5.73,0.0,0.0,0,1,0.0,673205.0
6306,756,7.22,0.0,0.0,1,0,0.0,666846.0
6307,761,6.62,0.0,0.0,0,0,0.0,687039.0
6308,766,6.38,0.0,0.0,0,0,0.0,689709.0
6309,771,6.49,0.0,0.0,0,0,0.0,690484.0
6310,775,3.89,0.0,0.0,0,0,0.0,693517.0
6311,781,2.22,0.0,0.0,0,0,0.0,699135.0
6312,786,3.34,0.0,0.0,0,1,0.0,690899.0
6313,791,2.56,0.0,0.0,1,0,0.0,684509.0
6314,795,1.84,0.0,0.0,0,0,0.0,704601.0
6315,801,0.75,0.0,0.0,0,0,0.0,706095.0
6316,806,0.21,0.0,0.0,0,0,0.0,706467.0
6317,811,-0.39,0.0,0.0,0,0,0.0,725723.0
6318,815,-0.45,0.0,0.0,0,0,0.0,730810.0
6319,820,-1.61,0.0,0.0,0,1,0.0,715461.0
6320,826,-2.0,0.0,0.0,1,0,0.0,712438.0
6321,830,-1.29,0.0,0.0,0,0,0.0,736149.0
6322,835,0.07,0.0,0.0,0,0,0.0,740851.0
6323,841,-0.39,0.0,0.0,0,0,0.0,736123.0
6324,845,-1.94,0.0,0.0,0,0,0.0,739544.0
6325,850,-2.8,0.0,0.0,0,0,0.0,743611.0
6326,855,-4.8,0.0,0.0,0,1,0.0,734488.0
6327,860,-2.84,0.0,0.0,1,0,0.0,726538.0
6328,865,-0.69,0.0,0.0,0,0,0.0,745344.0
6329,869,-1.01,0.0,0.0,0,0,0.0,745883.0
6330,875,-0.25,0.0,0.0,0,0,0.0,741028.0
6331,879,-1.18,0.0,0.0,0,0,0.0,744269.0
6332,884,-2.87,0.0,0.0,0,0,0.0,747565.0
6333,889,-2.98,0.0,0.0,0,1,0.0,737788.0
6334,894,-3.4,0.0,0.0,1,0,0.0,735449.0
6335,898,-4.7,0.0,0.0,0,0,0.0,756010.0
6336,903,-5.37,0.0,0.0,0,0,0.0,755180.0
6337,908,-8.17,0.0,0.0,0,0,0.0,759288.0
6338,912,-11.03,0.0,0.0,0,0,0.0,765034.0
6339,917,-11.28,0.0,1.0,0,0,0.0,749120.0
6340,922,-8.46,0.0,0.0,0,1,0.0,747453.0
6341,926,-7.45,0.0,0.0,1,0,0.0,743964.0
6342,930,-9.56,0.0,0.0,0,0,0.0,771344.0
6343,935,-10.34,0.0,0.0,0,0,0.0,774199.0
6344,939,-12.11,0.0,0.0,0,0,0.0,772537.0
6345,944,-12.11,0.0,0.0,0,0,0.0,775530.0
6346,949,-10.43,0.0,0.0,0,0,0.0,776708.0
6347,953,-12.52,0.0,0.0,0,1,0.0,762021.0
6348,957,-14.99,0.0,0.0,1,0,0.0,760261.0
6349,962,-19.75,0.0,0.0,0,0,0.0,791649.0
6350,966,-24.27,0.0,0.0,0,0,0.0,802639.0
6351,969,-23.87,0.0,0.0,0,0,0.0,812632.0
6352,973,-23.19,0.0,0.0,0,0,0.0,812758.0
6353,978,-23.15,0.0,0.0,0,0,0.0,814968.0
6354,982,-24.88,0.0,0.0,0,1,0.0,800532.0
6355,985,-23.13,0.0,0.0,1,0,0.0,797952.0
6356,989,-14.81,0.0,0.0,0,0,0.0,812673.0
6357,993,-7.7,0.0,0.0,0,0,0.0,797557.0
6358,996,-6.38,0.0,0.0,0,0,0.0,790101.0
6359,1000,-5.79,0.0,0.0,0,0,0.0,787680.0
6360,1003,-4.06,0.0,0.0,0,0,0.0,786016.0
6361,1007,-6.43,0.0,0.0,0,1,0.0,772102.0
6362,1010,-8.83,0.0,0.0,1,0,0.0,767905.0
6363,1013,-9.83,0.0,0.0,0,0,0.0,790262.0
6364,1016,-7.27,0.0,0.0,0,0,0.0,782890.0
6365,1019,-8.41,0.0,0.0,0,0,0.0,777575.0
6366,1023,-17.02,0.0,0.0,0,0,0.0,803539.0
6367,1026,-18.8,0.0,0.0,0,0,0.0,817794.0
6368,1028,-16.24,0.0,0.0,0,1,0.0,801739.0
6369,1030,-14.62,0.0,0.0,1,0,0.0,787636.0
6370,1033,-15.33,0.0,0.0,0,0,0.0,806951.0
6371,1035,-14.9,0.0,0.0,0,0,0.0,811118.0
6372,1038,-15.36,0.0,0.0,0,0,0.0,807291.0
6373,1039,-22.0,0.0,0.0,0,0,0.0,817986.0
6374,1042,-22.9,0.0,0.0,0,0,0.0,823088.0
6375,1043,-16.19,0.0,0.0,0,1,0.0,800885.0
6376,1044,-11.24,0.0,0.0,1,0,0.0,784015.0
6377,1046,-17.09,0.0,0.0,0,0,0.0,812779.0
6378,1047,-18.75,0.0,0.0,0,0,0.0,814882.0
6379,1049,-21.0,0.0,0.0,0,0,0.0,822376.0
6380,1050,-22.55,0.0,0.0,0,0,0.0,828658.0
6381,1050,-24.21,0.0,0.0,0,0,0.0,834339.0
6382,1051,-25.42,0.0,0.0,0,1,0.0,820315.0
6383,1052,-26.65,0.0,0.0,1,0,0.0,816609.0
6384,1052,-26.71,0.0,0.0,0,0,0.0,839662.0
6385,1052,-33.18,0.0,0.0,0,0,0.0,849348.0
6386,1052,-32.49,0.0,0.0,0,0,0.0,853579.0
6387,1052,-31.27,0.0,0.0,0,0,0.0,852384.0
6388,1052,-24.67,0.0,0.0,0,0,0.0,853466.0
6389,1052,-13.43,0.0,0.0,0,1,0.0,816274.0
6390,1051,-10.15,0.0,0.0,1,0,0.0,795638.0
6391,1050,-10.91,0.0,0.0,0,0,0.0,813438.0
6392,1050,-9.96,0.0,0.0,0,0,0.0,802886.0
6393,1049,-8.41,0.0,0.0,0,0,0.0,800188.0
6394,1047,-6.23,0.0,0.0,0,0,0.0,791993.0
6395,1046,-8.0,0.0,0.0,0,0,0.0,787213.0
6396,1045,-7.29,0.0,0.0,0,1,0.0,758985.0
6397,1044,-5.76,1.0,0.0,1,0,0.0,718331.0
6398,1043,-11.85,1.0,0.0,0,0,0.0,731174.0
6399,1041,-14.8,1.0,0.0,0,0,0.0,743808.0
6400,1039,-17.39,1.0,0.0,0,0,0.0,760652.0
6401,1037,-24.03,1.0,0.0,0,0,0.0,773440.0
6402,1034,-22.04,1.0,0.0,0,0,0.0,783393.0
6403,1033,-20.22,1.0,0.0,0,1,0.0,771265.0
6404,1030,-22.94,1.0,0.0,1,0,0.0,780306.0
6405,1027,-28.54,0.0,0.0,0,0,0.0,821218.0
6406,1025,-24.18,0.0,0.0,0,0,0.0,824994.0
6407,1022,-16.91,0.0,0.0,0,0,0.0,808063.0
6408,1019,-16.2,0.0,0.0,0,0,0.0,805801.0
6409,1016,-15.99,0.0,0.0,0,0,0.0,804041.0
6410,1013,-17.54,0.0,0.0,0,1,0.0,786924.0
6411,1009,-15.97,0.0,0.0,1,0,0.0,785167.0
6412,1006,-15.68,0.0,0.0,0,0,0.0,809577.0
6413,1003,-15.63,0.0,0.0,0,0,0.0,805898.0
6414,999,-16.67,0.0,0.0,0,0,0.0,813739.0
6415,996,-17.41,0.0,0.0,0,0,0.0,817105.0
6416,992,-13.49,0.0,0.0,0,0,0.0,811102.0
6417,989,-10.84,0.0,0.0,0,1,0.0,786029.0
6418,984,-11.76,0.0,0.0,1,0,0.0,780258.0
6419,980,-12.53,0.0,0.0,0,0,0.0,802763.0
6420,977,-13.45,0.0,0.0,0,0,0.0,801776.0
6421,973,-20.85,0.0,0.0,0,0,0.0,811505.0
6422,968,-21.41,0.0,0.0,0,0,0.0,825277.0
6423,964,-15.83,0.0,0.0,0,0,0.0,816027.0
6424,960,-16.01,0.0,0.0,0,1,0.0,801731.0
6425,955,-14.67,0.0,0.0,1,0,0.0,795239.0
6426,951,-13.82,0.0,0.0,0,0,0.0,814201.0
6427,947,-13.0,0.0,0.0,0,0,0.0,809121.0
6428,942,-14.94,0.0,0.0,0,0,0.0,803741.0
6429,938,-15.51,0.0,0.0,0,0,0.0,804468.0
6430,934,-16.33,0.0,0.0,0,0,0.0,809166.0
6431,929,-17.23,0.0,0.0,0,1,0.0,790293.0
6432,925,-18.47,0.0,0.0,1,0,0.0,785286.0
6433,919,-19.32,0.0,0.0,0,0,0.0,812427.0
6434,915,-25.56,0.0,0.0,0,0,0.0,818504.0
6435,911,-26.61,0.0,0.0,0,0,0.0,824675.0
6436,905,-26.71,0.0,0.0,0,0,0.0,830359.0
6437,901,-26.13,0.0,0.0,0,0,0.0,834361.0
6438,896,-25.43,0.0,0.0,0,1,0.0,817558.0
6439,891,-21.51,0.0,0.0,1,0,0.0,807490.0
6440,887,-16.32,0.0,0.0,0,0,0.0,823149.0
6441,881,-12.48,0.0,0.0,0,0,0.0,812452.0
6442,877,-12.78,0.0,0.0,0,0,0.0,804888.0
6443,872,-13.29,0.0,0.0,0,0,0.0,807033.0
6444,867,-14.87,0.0,0.0,0,0,0.0,812487.0
6445,862,-12.7,0.0,0.0,0,1,0.0,793585.0
6446,857,-9.74,0.0,0.0,1,0,0.0,781088.0
6447,852,-7.75,0.0,0.0,0,0,0.0,797437.0
6448,847,-3.11,0.0,0.0,0,0,0.0,784581.0
6449,842,-1.38,0.0,0.0,0,0,0.0,776432.0
6450,838,-2.34,0.0,1.0,0,0,0.0,747380.0
6451,832,-4.32,0.0,1.0,0,0,0.0,748402.0
6452,827,-6.13,0.0,0.0,0,1,0.0,754136.0
6453,823,-3.5,0.0,0.0,1,0,0.0,752644.0
6454,817,-3.93,0.0,0.0,0,0,0.0,770355.0
6455,812,-5.25,0.0,0.0,0,0,0.0,764768.0
6456,808,-6.08,0.0,0.0,0,0,0.0,758981.0
6457,802,-4.66,0.0,0.0,0,0,0.0,766837.0
6458,797,-1.58,0.0,0.0,0,0,0.0,762885.0
6459,792,-0.73,0.0,0.0,0,1,0.0,744475.0
6460,787,-1.67,0.0,0.0,1,0,0.0,737397.0
6461,782,-1.66,0.0,0.0,0,0,0.0,754358.0
6462,777,-2.23,0.0,0.0,0,0,0.0,755633.0
6463,772,-6.85,0.0,1.0,0,0,0.0,733019.0
6464,767,-7.88,0.0,0.0,0,0,0.0,752874.0
6465,762,-6.35,0.0,0.0,0,0,0.0,756746.0
6466,757,-3.65,0.0,0.0,0,1,0.0,742747.0
6467,751,-2.84,0.0,0.0,1,0,0.0,735513.0
6468,746,-2.29,0.0,0.0,0,0,0.0,751281.0
6469,742,-5.16,0.0,0.0,0,0,0.0,747869.0
6470,737,-7.09,0.0,0.0,0,0,0.0,750196.0
6471,731,-5.53,0.0,0.0,0,0,0.0,749711.0
6472,726,-4.32,0.0,0.0,0,0,0.0,750960.0
6473,721,-4.05,0.0,0.0,0,1,0.0,740818.0
6474,717,-4.26,0.0,0.0,1,0,0.0,739514.0
6475,711,-4.43,0.0,0.0,0,0,0.0,758187.0
6476,706,-3.68,0.0,0.0,0,0,0.0,748042.0
6477,701,-2.6,0.0,0.0,0,0,0.0,746559.0
6478,696,-1.51,0.0,0.0,0,0,0.0,745840.0
6479,691,-0.56,0.0,0.0,0,0,0.0,748694.0
6480,686,-0.81,0.0,0.0,0,1,0.0,737215.0
6481,681,-0.07,0.0,0.0,1,0,0.0,729768.0
6482,676,-0.64,0.0,0.0,0,0,0.0,745499.0
6483,671,-1.22,0.0,0.0,0,0,0.0,746987.0
6484,665,-0.51,0.0,0.0,0,0,0.0,751561.0
6485,660,-1.87,0.0,0.0,0,0,0.0,753099.0
6486,656,-4.89,0.0,0.0,0,0,0.0,748224.0
6487,651,-6.72,0.0,0.0,0,1,0.0,727936.0
6488,645,-5.01,0.0,0.0,1,0,0.0,728171.0
6489,640,-3.01,0.0,0.0,0,0,0.0,742704.0
6490,635,-6.06,0.0,0.0,0,0,0.0,737751.0
6491,631,-2.87,0.0,0.0,0,0,0.0,738050.0
6492,626,1.18,0.0,0.0,0,0,0.0,730189.0
6493,620,1.85,0.0,0.0,0,0,0.0,727307.0
6494,615,0.99,0.0,0.0,0,1,0.0,712065.0
6495,610,2.85,0.0,0.0,1,0,0.0,703721.0
6496,606,3.51,0.0,0.0,0,0,0.0,717129.0
6497,600,3.7,0.0,0.0,0,0,0.0,712126.0
6498,595,5.85,0.0,0.0,0,0,0.0,707943.0
6499,590,3.42,0.0,0.0,0,0,0.0,712086.0
6500,586,3.61,0.0,0.0,0,0,0.0,716035.0
6501,581,4.2,0.0,0.0,0,1,0.0,707809.0
6502,575,1.89,0.0,0.0,1,0,0.0,695237.0
6503,570,3.59,0.0,0.0,0,0,0.0,714847.0
6504,566,4.91,0.0,0.0,0,0,0.0,710171.0
6505,561,2.29,0.0,0.0,0,0,0.0,708495.0
6506,555,3.44,0.0,0.0,0,0,0.0,705776.0
6507,551,2.07,0.0,0.0,0,0,0.0,712479.0
6508,546,2.75,0.0,0.0,0,1,0.0,694741.0
6509,541,4.0,0.0,0.0,1,0,0.0,690289.0
6510,536,6.15,0.0,0.0,0,0,0.0,705311.0
6511,531,7.92,0.0,0.0,0,0,0.0,697500.0
6512,527,6.13,0.0,0.0,0,0,0.0,691673.0
6513,522,6.0,0.0,0.0,0,0,0.0,691360.0
6514,517,9.71,0.0,0.0,0,0,0.0,684948.0
6515,512,8.11,0.0,0.0,0,1,0.0,668155.0
6516,508,6.24,0.0,0.0,1,0,0.0,658040.0
6517,503,7.92,0.0,1.0,0,0,0.0,648726.0
6518,498,11.17,0.0,0.0,0,0,0.0,664570.0
6519,493,12.81,0.0,0.0,0,0,0.0,666383.0
6520,489,9.06,0.0,0.0,0,0,0.0,669427.0
6521,484,4.13,0.0,0.0,0,0,0.0,679413.0
6522,480,4.36,0.0,0.0,0,1,0.0,677355.0
6523,475,5.12,0.0,0.0,1,0,0.0,673000.0
6524,470,3.84,0.0,1.0,0,0,0.0,668937.0
6525,466,8.37,0.0,1.0,0,0,0.0,658754.0
6526,462,9.37,0.0,0.0,0,0,0.0,680328.0
6527,457,8.22,0.0,0.0,0,0,0.0,678575.0
6528,452,7.95,0.0,0.0,0,0,0.0,679666.0
6529,448,6.92,0.0,0.0,0,1,0.0,674484.0
6530,444,5.21,0.0,0.0,1,0,0.0,671700.0
6531,440,3.12,0.0,0.0,0,0,0.0,689170.0
6532,436,2.89,0.0,0.0,0,0,0.0,689036.0
6533,432,6.11,0.0,0.0,0,0,0.0,681152.0
6534,428,10.47,0.0,0.0,0,0,0.0,672820.0
6535,424,11.79,0.0,0.0,0,0,0.0,668182.0
6536,420,12.76,0.0,0.0,0,1,0.0,652513.0
6537,416,12.9,0.0,0.0,1,0,0.0,651854.0
6538,412,9.32,0.0,0.0,0,0,0.0,678115.0
6539,408,5.88,0.0,0.0,0,0,0.0,686503.0
6540,405,6.99,0.0,0.0,0,0,0.0,683210.0
6541,401,9.92,0.0,0.0,0,0,0.0,672791.0
6542,397,12.69,0.0,0.0,0,0,0.0,671175.0
6543,395,15.19,0.0,0.0,0,1,0.0,648155.0
6544,391,10.56,0.0,0.0,1,0,0.0,652985.0
6545,388,5.27,0.0,0.0,0,0,0.0,678401.0
6546,385,5.54,0.0,0.0,0,0,0.0,683400.0
6547,382,8.95,0.0,0.0,0,0,0.0,667436.0
6548,379,10.9,0.0,0.0,0,0,0.0,659541.0
6549,377,15.31,0.0,0.0,0,0,0.0,656264.0
6550,373,15.91,0.0,0.0,0,1,0.0,637049.0
6551,371,13.33,0.0,0.0,1,0,0.0,636344.0
6552,369,11.26,0.0,0.0,0,0,0.0,662262.0
6553,366,11.23,0.0,0.0,0,0,0.0,662569.0
6554,364,12.3,0.0,0.0,0,0,0.0,660023.0
6555,363,12.29,0.0,0.0,0,0,0.0,656320.0
6556,361,13.71,0.0,0.0,0,0,0.0,656547.0
6557,359,12.65,0.0,0.0,0,1,0.0,642322.0
6558,357,12.83,0.0,0.0,1,0,0.0,629623.0
6559,356,14.4,0.0,1.0,0,0,0.0,629877.0
6560,355,15.46,0.0,0.0,0,0,0.0,644918.0
6561,353,18.34,0.0,0.0,0,0,0.0,641342.0
6562,352,20.17,0.0,0.0,0,0,0.0,634628.0
6563,351,18.93,0.0,0.0,0,0,0.0,644190.0
6564,350,18.92,0.0,0.0,0,1,0.0,631190.0
6565,349,17.79,0.0,0.0,1,0,0.0,618391.0
6566,349,16.72,0.0,0.0,0,0,0.0,646687.0
6567,348,16.96,0.0,0.0,0,0,0.0,641720.0
6568,349,16.41,0.0,0.0,0,0,0.0,639537.0
6569,349,18.73,0.0,0.0,0,0,0.0,638602.0
6570,349,18.75,0.0,0.0,0,0,0.0,644100.0
6571,349,17.13,0.0,0.0,0,1,0.0,634694.0
6572,350,15.8,0.0,0.0,1,0,0.0,634151.0
6573,350,16.38,0.0,0.0,0,0,0.0,644991.0
6574,351,17.83,0.0,0.0,0,0,0.0,646849.0
6575,352,19.2,0.0,0.0,0,0,0.0,646449.0
6576,353,18.22,0.0,0.0,0,0,0.0,643430.0
6577,354,16.43,0.0,0.0,0,0,0.0,640940.0
6578,355,16.16,0.0,0.0,0,1,0.0,623044.0
6579,357,18.07,0.0,0.0,1,0,0.0,618881.0
6580,359,19.12,0.0,0.0,0,0,0.0,632520.0
6581,360,16.17,0.0,0.0,0,0,0.0,628312.0
6582,362,15.45,0.0,0.0,0,0,0.0,629300.0
6583,364,13.9,0.0,0.0,0,0,0.0,638216.0
6584,366,14.61,0.0,0.0,0,0,0.0,639145.0
6585,369,14.81,0.0,0.0,0,1,0.0,622057.0
6586,371,15.85,0.0,0.0,1,0,0.0,615219.0
6587,374,15.36,0.0,0.0,0,0,0.0,629259.0
6588,376,14.92,0.0,0.0,0,0,0.0,627352.0
6589,378,16.71,0.0,0.0,0,0,0.0,626134.0
6590,382,17.69,0.0,0.0,0,0,0.0,624327.0
6591,385,17.58,0.0,0.0,0,0,0.0,630435.0
6592,387,17.65,0.0,0.0,0,1,0.0,619018.0
6593,391,18.85,0.0,0.0,1,0,0.0,616953.0
6594,394,19.57,0.0,0.0,0,0,0.0,632930.0
6595,397,20.18,0.0,0.0,0,0,0.0,633888.0
6596,401,19.76,0.0,0.0,0,0,0.0,630815.0
6597,404,20.65,0.0,0.0,0,0,0.0,631607.0
6598,408,20.87,0.0,0.0,0,0,0.0,634334.0
6599,412,20.29,0.0,0.0,0,1,0.0,618436.0
6600,416,19.47,0.0,0.0,1,0,0.0,618033.0
6601,418,19.09,0.0,0.0,0,0,0.0,640267.0
6602,422,18.73,0.0,0.0,0,0,0.0,636910.0
6603,426,18.36,0.0,0.0,0,0,0.0,637680.0
6604,430,18.91,0.0,0.0,0,0,0.0,644008.0
6605,434,20.23,0.0,0.0,0,0,0.0,649089.0
6606,438,21.43,0.0,0.0,0,1,0.0,632398.0
6607,443,21.23,0.0,0.0,1,0,0.0,627211.0
6608,448,21.64,0.0,0.0,0,0,0.0,641776.0
6609,452,21.82,0.0,0.0,0,0,0.0,639682.0
6610,456,19.89,0.0,0.0,0,0,0.0,638061.0
6611,460,17.0,0.0,0.0,0,0,0.0,641349.0
6612,465,18.36,0.0,0.0,0,0,0.0,646485.0
6613,469,18.37,0.0,0.0,0,1,0.0,631854.0
6614,473,18.47,0.0,0.0,1,0,0.0,629406.0
6615,478,16.91,0.0,0.0,0,0,0.0,638370.0
6616,482,17.18,0.0,0.0,0,0,0.0,639192.0
6617,487,14.65,0.0,0.0,0,0,0.0,639943.0
6618,492,12.44,0.0,0.0,0,0,0.0,641737.0
6619,496,12.8,0.0,0.0,0,0,0.0,642702.0
6620,501,13.64,0.0,0.0,0,1,0.0,630783.0
6621,505,13.19,0.0,0.0,1,0,0.0,628586.0
6622,510,14.24,0.0,0.0,0,0,0.0,640726.0
6623,515,17.46,0.0,0.0,0,0,0.0,640286.0
6624,520,17.78,0.0,0.0,0,0,0.0,638049.0
6625,524,15.61,0.0,0.0,0,0,0.0,638546.0
6626,529,14.65,0.0,0.0,0,0,0.0,640783.0
6627,534,15.6,0.0,0.0,0,1,0.0,630109.0
6628,538,16.51,0.0,0.0,1,0,0.0,628882.0
6629,543,19.15,0.0,0.0,0,0,0.0,644716.0
6630,549,20.38,0.0,0.0,0,0,0.0,645868.0
6631,553,20.94,0.0,0.0,0,0,0.0,645279.0
6632,558,21.31,0.0,0.0,0,0,0.0,646983.0
6633,563,20.71,0.0,0.0,0,0,0.0,650387.0
6634,567,19.47,0.0,0.0,0,1,0.0,635919.0
6635,572,17.88,0.0,0.0,1,0,0.0,627615.0
6636,578,15.86,0.0,0.0,0,0,0.0,648047.0
6637,582,14.21,0.0,0.0,0,0,0.0,651211.0
6638,587,14.61,0.0,0.0,0,0,0.0,652630.0
6639,592,15.19,0.0,0.0,0,0,0.0,651637.0
6640,597,15.76,0.0,0.0,0,0,0.0,641268.0
6641,602,16.56,0.0,0.0,0,1,0.0,633503.0
6642,606,17.03,0.0,0.0,1,0,0.0,630202.0
6643,612,11.94,0.0,0.0,0,0,0.0,654561.0
6644,617,8.98,0.0,0.0,0,0,0.0,654866.0
6645,622,9.54,0.0,0.0,0,0,0.0,654365.0
6646,627,9.34,0.0,0.0,0,0,0.0,657523.0
6647,631,10.04,0.0,0.0,0,0,0.0,662905.0
6648,636,9.41,0.0,0.0,0,1,0.0,655232.0
6649,641,7.97,0.0,0.0,1,0,0.0,657163.0
6650,647,5.71,0.0,0.0,0,0,0.0,679065.0
6651,652,5.57,0.0,0.0,0,0,0.0,681559.0
6652,657,7.75,0.0,0.0,0,0,0.0,680067.0
6653,661,12.7,0.0,0.0,0,0,0.0,670073.0
6654,666,13.37,0.0,0.0,0,0,0.0,661578.0
6655,671,13.08,0.0,0.0,0,1,0.0,651809.0
6656,676,12.5,0.0,0.0,1,0,0.0,650526.0
6657,681,10.24,0.0,0.0,0,0,0.0,673713.0
6658,687,10.6,0.0,0.0,0,0,0.0,670193.0
6659,691,12.63,0.0,0.0,0,0,0.0,665718.0
6660,696,8.99,0.0,0.0,0,0,0.0,672283.0
6661,701,5.56,0.0,0.0,0,0,0.0,687300.0
6662,706,4.34,0.0,0.0,0,1,0.0,684097.0
6663,711,4.5,0.0,0.0,1,0,0.0,685826.0
6664,716,4.04,0.0,0.0,0,0,0.0,711761.0
6665,721,4.51,0.0,0.0,0,0,0.0,711792.0
6666,726,3.12,0.0,0.0,0,0,0.0,712988.0
6667,731,2.79,0.0,0.0,0,0,0.0,718330.0
6668,736,3.57,0.0,0.0,0,0,0.0,720798.0
6669,741,2.61,0.0,0.0,0,1,0.0,707209.0
6670,746,0.03,0.0,0.0,1,0,0.0,698407.0
6671,751,-1.46,0.0,0.0,0,0,0.0,727618.0
6672,756,0.23,0.0,0.0,0,0,0.0,728631.0
6673,761,0.19,0.0,0.0,0,0,0.0,721123.0
6674,766,-0.18,0.0,0.0,0,0,0.0,720833.0
6675,771,2.95,0.0,0.0,0,0,0.0,716320.0
6676,775,5.58,0.0,0.0,0,1,0.0,701702.0
6677,781,6.2,0.0,0.0,1,0,0.0,697073.0
6678,786,5.87,0.0,0.0,0,0,0.0,709662.0
6679,791,5.4,0.0,0.0,0,0,0.0,708652.0
6680,795,4.38,0.0,0.0,0,0,0.0,703763.0
6681,801,4.28,0.0,0.0,0,0,0.0,712005.0
6682,806,4.98,0.0,0.0,0,0,0.0,712645.0
6683,811,4.61,0.0,0.0,0,1,0.0,700082.0
6684,815,4.33,0.0,0.0,1,0,0.0,699098.0
6685,820,5.24,0.0,0.0,0,0,0.0,713948.0
6686,826,5.39,0.0,0.0,0,0,0.0,714286.0
6687,830,4.13,0.0,0.0,0,0,0.0,718730.0
6688,835,4.24,0.0,0.0,0,0,0.0,726475.0
6689,841,2.74,0.0,0.0,0,0,0.0,731237.0
