Id,night_minutes,temp,NY,holliday,sunday,saturday,covid_cases,food_gen,investment,salary,house_built,sale,salary_arrears,agricultural_industry,food_price,date,Y,date,Y,salary_arrears,date,Y,salary_arrears,sale,food_price
0,349,16.6,0.0,0.0,0,0,0.0,98.04,37426.3,20081.3,300.8,26272.0,138976.0,56.8,2247.28,2010-06-22,571372.0,2010-06-22,571372.0,138976.0,2010-06-22,571372.0,138976.0,26272.0,2247.28
1,349,20.1,0.0,0.0,0,0,0.0,98.04,37426.3,20081.3,300.8,26272.0,138976.0,56.8,2247.28,2010-06-23,571281.0,2010-06-23,571281.0,138976.0,2010-06-23,571281.0,138976.0,26272.0,2247.28
2,349,23.1,0.0,0.0,0,0,0.0,98.04,37426.3,20081.3,300.8,26272.0,138976.0,56.8,2247.28,2010-06-24,573894.0,2010-06-24,573894.0,138976.0,2010-06-24,573894.0,138976.0,26272.0,2247.28
3,350,21.8,0.0,0.0,0,0,0.0,98.04,37426.3,20081.3,300.8,26272.0,138976.0,56.8,2247.28,2010-06-25,576184.0,2010-06-25,576184.0,138976.0,2010-06-25,576184.0,138976.0,26272.0,2247.28
4,350,20.4,0.0,0.0,0,1,0.0,98.04,37426.3,20081.3,300.8,26272.0,138976.0,56.8,2247.28,2010-06-26,554899.0,2010-06-26,554899.0,138976.0,2010-06-26,554899.0,138976.0,26272.0,2247.28
5,351,19.7,0.0,0.0,1,0,0.0,98.04,37426.3,20081.3,300.8,26272.0,138976.0,56.8,2247.28,2010-06-27,549602.0,2010-06-27,549602.0,138976.0,2010-06-27,549602.0,138976.0,26272.0,2247.28
6,352,23.5,0.0,0.0,0,0,0.0,98.04,37426.3,20081.3,300.8,26272.0,138976.0,56.8,2247.28,2010-06-28,575325.0,2010-06-28,575325.0,138976.0,2010-06-28,575325.0,138976.0,26272.0,2247.28
7,353,24.2,0.0,0.0,0,0,0.0,98.04,37426.3,20081.3,300.8,26272.0,138976.0,56.8,2247.28,2010-06-29,575390.0,2010-06-29,575390.0,138976.0,2010-06-29,575390.0,138976.0,26272.0,2247.28
8,354,19.9,0.0,0.0,0,0,0.0,98.04,37426.3,20081.3,300.8,26272.0,138976.0,56.8,2247.28,2010-06-30,573235.0,2010-06-30,573235.0,138976.0,2010-06-30,573235.0,138976.0,26272.0,2247.28
9,355,16.6,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-01,586451.0,2010-07-01,586451.0,182495.0,2010-07-01,586451.0,182495.0,27252.0,2286.87
10,357,17.1,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-02,590739.0,2010-07-02,590739.0,182495.0,2010-07-02,590739.0,182495.0,27252.0,2286.87
11,359,20.8,0.0,0.0,0,1,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-03,572731.0,2010-07-03,572731.0,182495.0,2010-07-03,572731.0,182495.0,27252.0,2286.87
12,360,22.7,0.0,0.0,1,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-04,569437.0,2010-07-04,569437.0,182495.0,2010-07-04,569437.0,182495.0,27252.0,2286.87
13,362,19.1,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-05,594257.0,2010-07-05,594257.0,182495.0,2010-07-05,594257.0,182495.0,27252.0,2286.87
14,364,15.8,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-06,591381.0,2010-07-06,591381.0,182495.0,2010-07-06,591381.0,182495.0,27252.0,2286.87
15,366,17.0,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-07,593918.0,2010-07-07,593918.0,182495.0,2010-07-07,593918.0,182495.0,27252.0,2286.87
16,369,18.6,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-08,596370.0,2010-07-08,596370.0,182495.0,2010-07-08,596370.0,182495.0,27252.0,2286.87
17,371,19.5,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-09,598661.0,2010-07-09,598661.0,182495.0,2010-07-09,598661.0,182495.0,27252.0,2286.87
18,374,22.7,0.0,0.0,0,1,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-10,578720.0,2010-07-10,578720.0,182495.0,2010-07-10,578720.0,182495.0,27252.0,2286.87
19,376,21.9,0.0,0.0,1,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-11,574343.0,2010-07-11,574343.0,182495.0,2010-07-11,574343.0,182495.0,27252.0,2286.87
20,378,21.7,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-12,599441.0,2010-07-12,599441.0,182495.0,2010-07-12,599441.0,182495.0,27252.0,2286.87
21,382,17.8,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-13,601943.0,2010-07-13,601943.0,182495.0,2010-07-13,601943.0,182495.0,27252.0,2286.87
22,385,16.6,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-14,599764.0,2010-07-14,599764.0,182495.0,2010-07-14,599764.0,182495.0,27252.0,2286.87
23,387,20.3,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-15,597356.0,2010-07-15,597356.0,182495.0,2010-07-15,597356.0,182495.0,27252.0,2286.87
24,391,21.5,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-16,597744.0,2010-07-16,597744.0,182495.0,2010-07-16,597744.0,182495.0,27252.0,2286.87
25,394,22.5,0.0,0.0,0,1,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-17,578763.0,2010-07-17,578763.0,182495.0,2010-07-17,578763.0,182495.0,27252.0,2286.87
26,397,18.5,0.0,0.0,1,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-18,579417.0,2010-07-18,579417.0,182495.0,2010-07-18,579417.0,182495.0,27252.0,2286.87
27,401,15.3,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-19,599359.0,2010-07-19,599359.0,182495.0,2010-07-19,599359.0,182495.0,27252.0,2286.87
28,404,16.5,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-20,594495.0,2010-07-20,594495.0,182495.0,2010-07-20,594495.0,182495.0,27252.0,2286.87
29,408,20.3,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-21,595034.0,2010-07-21,595034.0,182495.0,2010-07-21,595034.0,182495.0,27252.0,2286.87
30,412,22.4,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-22,593689.0,2010-07-22,593689.0,182495.0,2010-07-22,593689.0,182495.0,27252.0,2286.87
31,416,23.4,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-23,594936.0,2010-07-23,594936.0,182495.0,2010-07-23,594936.0,182495.0,27252.0,2286.87
32,418,24.2,0.0,0.0,0,1,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-24,573953.0,2010-07-24,573953.0,182495.0,2010-07-24,573953.0,182495.0,27252.0,2286.87
33,422,24.9,0.0,0.0,1,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-25,570569.0,2010-07-25,570569.0,182495.0,2010-07-25,570569.0,182495.0,27252.0,2286.87
34,426,21.6,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-26,589765.0,2010-07-26,589765.0,182495.0,2010-07-26,589765.0,182495.0,27252.0,2286.87
35,430,18.8,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-27,593264.0,2010-07-27,593264.0,182495.0,2010-07-27,593264.0,182495.0,27252.0,2286.87
36,434,21.7,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-28,597718.0,2010-07-28,597718.0,182495.0,2010-07-28,597718.0,182495.0,27252.0,2286.87
37,438,21.7,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-29,597404.0,2010-07-29,597404.0,182495.0,2010-07-29,597404.0,182495.0,27252.0,2286.87
38,443,24.8,0.0,0.0,0,0,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-30,595884.0,2010-07-30,595884.0,182495.0,2010-07-30,595884.0,182495.0,27252.0,2286.87
39,448,25.7,0.0,0.0,0,1,0.0,100.82,63366.9,19331.4,318.9,27252.0,182495.0,55.3,2286.87,2010-07-31,578956.0,2010-07-31,578956.0,182495.0,2010-07-31,578956.0,182495.0,27252.0,2286.87
40,452,25.3,0.0,0.0,1,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-01,578395.0,2010-08-01,578395.0,175579.0,2010-08-01,578395.0,175579.0,27916.0,2320.93
41,456,26.7,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-02,603163.0,2010-08-02,603163.0,175579.0,2010-08-02,603163.0,175579.0,27916.0,2320.93
42,460,25.8,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-03,603972.0,2010-08-03,603972.0,175579.0,2010-08-03,603972.0,175579.0,27916.0,2320.93
43,465,24.3,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-04,608913.0,2010-08-04,608913.0,175579.0,2010-08-04,608913.0,175579.0,27916.0,2320.93
44,469,23.8,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-05,607404.0,2010-08-05,607404.0,175579.0,2010-08-05,607404.0,175579.0,27916.0,2320.93
45,473,25.4,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-06,609030.0,2010-08-06,609030.0,175579.0,2010-08-06,609030.0,175579.0,27916.0,2320.93
46,478,26.0,0.0,0.0,0,1,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-07,583904.0,2010-08-07,583904.0,175579.0,2010-08-07,583904.0,175579.0,27916.0,2320.93
47,482,24.2,0.0,0.0,1,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-08,576891.0,2010-08-08,576891.0,175579.0,2010-08-08,576891.0,175579.0,27916.0,2320.93
48,487,19.2,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-09,602586.0,2010-08-09,602586.0,175579.0,2010-08-09,602586.0,175579.0,27916.0,2320.93
49,492,21.6,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-10,607553.0,2010-08-10,607553.0,175579.0,2010-08-10,607553.0,175579.0,27916.0,2320.93
50,496,26.7,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-11,609872.0,2010-08-11,609872.0,175579.0,2010-08-11,609872.0,175579.0,27916.0,2320.93
51,501,27.4,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-12,608713.0,2010-08-12,608713.0,175579.0,2010-08-12,608713.0,175579.0,27916.0,2320.93
52,505,23.7,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-13,609957.0,2010-08-13,609957.0,175579.0,2010-08-13,609957.0,175579.0,27916.0,2320.93
53,510,19.2,0.0,0.0,0,1,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-14,587613.0,2010-08-14,587613.0,175579.0,2010-08-14,587613.0,175579.0,27916.0,2320.93
54,515,16.3,0.0,0.0,1,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-15,582016.0,2010-08-15,582016.0,175579.0,2010-08-15,582016.0,175579.0,27916.0,2320.93
55,520,18.6,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-16,603378.0,2010-08-16,603378.0,175579.0,2010-08-16,603378.0,175579.0,27916.0,2320.93
56,524,17.2,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-17,608053.0,2010-08-17,608053.0,175579.0,2010-08-17,608053.0,175579.0,27916.0,2320.93
57,529,14.2,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-18,608310.0,2010-08-18,608310.0,175579.0,2010-08-18,608310.0,175579.0,27916.0,2320.93
58,534,17.8,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-19,612296.0,2010-08-19,612296.0,175579.0,2010-08-19,612296.0,175579.0,27916.0,2320.93
59,538,17.2,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-20,618625.0,2010-08-20,618625.0,175579.0,2010-08-20,618625.0,175579.0,27916.0,2320.93
60,543,13.2,0.0,0.0,0,1,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-21,603745.0,2010-08-21,603745.0,175579.0,2010-08-21,603745.0,175579.0,27916.0,2320.93
61,549,13.4,0.0,0.0,1,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-22,596873.0,2010-08-22,596873.0,175579.0,2010-08-22,596873.0,175579.0,27916.0,2320.93
62,553,10.9,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-23,623593.0,2010-08-23,623593.0,175579.0,2010-08-23,623593.0,175579.0,27916.0,2320.93
63,558,14.9,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-24,623209.0,2010-08-24,623209.0,175579.0,2010-08-24,623209.0,175579.0,27916.0,2320.93
64,563,14.7,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-25,619461.0,2010-08-25,619461.0,175579.0,2010-08-25,619461.0,175579.0,27916.0,2320.93
65,567,16.7,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-26,619096.0,2010-08-26,619096.0,175579.0,2010-08-26,619096.0,175579.0,27916.0,2320.93
66,572,21.8,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-27,614524.0,2010-08-27,614524.0,175579.0,2010-08-27,614524.0,175579.0,27916.0,2320.93
67,578,18.4,0.0,0.0,0,1,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-28,593083.0,2010-08-28,593083.0,175579.0,2010-08-28,593083.0,175579.0,27916.0,2320.93
68,582,17.1,0.0,0.0,1,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-29,589634.0,2010-08-29,589634.0,175579.0,2010-08-29,589634.0,175579.0,27916.0,2320.93
69,587,23.7,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-30,616626.0,2010-08-30,616626.0,175579.0,2010-08-30,616626.0,175579.0,27916.0,2320.93
70,592,18.0,0.0,0.0,0,0,0.0,100.31,63366.9,19331.4,364.6,27916.0,175579.0,55.3,2320.93,2010-08-31,613202.0,2010-08-31,613202.0,175579.0,2010-08-31,613202.0,175579.0,27916.0,2320.93
71,597,10.9,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-01,619297.0,2010-09-01,619297.0,186009.0,2010-09-01,619297.0,186009.0,26715.0,2383.97
72,602,9.9,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-02,621913.0,2010-09-02,621913.0,186009.0,2010-09-02,621913.0,186009.0,26715.0,2383.97
73,606,15.2,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-03,622257.0,2010-09-03,622257.0,186009.0,2010-09-03,622257.0,186009.0,26715.0,2383.97
74,612,19.7,0.0,0.0,0,1,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-04,598874.0,2010-09-04,598874.0,186009.0,2010-09-04,598874.0,186009.0,26715.0,2383.97
75,617,16.5,0.0,0.0,1,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-05,592616.0,2010-09-05,592616.0,186009.0,2010-09-05,592616.0,186009.0,26715.0,2383.97
76,622,13.7,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-06,625152.0,2010-09-06,625152.0,186009.0,2010-09-06,625152.0,186009.0,26715.0,2383.97
77,627,9.2,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-07,633444.0,2010-09-07,633444.0,186009.0,2010-09-07,633444.0,186009.0,26715.0,2383.97
78,631,6.7,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-08,638688.0,2010-09-08,638688.0,186009.0,2010-09-08,638688.0,186009.0,26715.0,2383.97
79,636,8.8,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-09,637525.0,2010-09-09,637525.0,186009.0,2010-09-09,637525.0,186009.0,26715.0,2383.97
80,641,5.7,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-10,646638.0,2010-09-10,646638.0,186009.0,2010-09-10,646638.0,186009.0,26715.0,2383.97
81,647,3.3,0.0,0.0,0,1,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-11,636142.0,2010-09-11,636142.0,186009.0,2010-09-11,636142.0,186009.0,26715.0,2383.97
82,652,5.5,0.0,0.0,1,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-12,634910.0,2010-09-12,634910.0,186009.0,2010-09-12,634910.0,186009.0,26715.0,2383.97
83,657,5.1,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-13,659511.0,2010-09-13,659511.0,186009.0,2010-09-13,659511.0,186009.0,26715.0,2383.97
84,661,6.7,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-14,655945.0,2010-09-14,655945.0,186009.0,2010-09-14,655945.0,186009.0,26715.0,2383.97
85,666,10.9,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-15,654676.0,2010-09-15,654676.0,186009.0,2010-09-15,654676.0,186009.0,26715.0,2383.97
86,671,14.9,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-16,649207.0,2010-09-16,649207.0,186009.0,2010-09-16,649207.0,186009.0,26715.0,2383.97
87,676,14.5,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-17,649180.0,2010-09-17,649180.0,186009.0,2010-09-17,649180.0,186009.0,26715.0,2383.97
88,681,16.4,0.0,0.0,0,1,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-18,627555.0,2010-09-18,627555.0,186009.0,2010-09-18,627555.0,186009.0,26715.0,2383.97
89,687,17.3,0.0,0.0,1,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-19,615007.0,2010-09-19,615007.0,186009.0,2010-09-19,615007.0,186009.0,26715.0,2383.97
90,691,17.7,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-20,636521.0,2010-09-20,636521.0,186009.0,2010-09-20,636521.0,186009.0,26715.0,2383.97
91,696,15.3,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-21,636564.0,2010-09-21,636564.0,186009.0,2010-09-21,636564.0,186009.0,26715.0,2383.97
92,701,13.7,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-22,641853.0,2010-09-22,641853.0,186009.0,2010-09-22,641853.0,186009.0,26715.0,2383.97
93,706,12.3,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-23,647704.0,2010-09-23,647704.0,186009.0,2010-09-23,647704.0,186009.0,26715.0,2383.97
94,711,15.0,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-24,651863.0,2010-09-24,651863.0,186009.0,2010-09-24,651863.0,186009.0,26715.0,2383.97
95,716,12.5,0.0,0.0,0,1,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-25,634327.0,2010-09-25,634327.0,186009.0,2010-09-25,634327.0,186009.0,26715.0,2383.97
96,721,11.1,0.0,0.0,1,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-26,625654.0,2010-09-26,625654.0,186009.0,2010-09-26,625654.0,186009.0,26715.0,2383.97
97,726,10.8,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-27,649527.0,2010-09-27,649527.0,186009.0,2010-09-27,649527.0,186009.0,26715.0,2383.97
98,731,9.1,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-28,648555.0,2010-09-28,648555.0,186009.0,2010-09-28,648555.0,186009.0,26715.0,2383.97
99,736,10.9,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-29,657161.0,2010-09-29,657161.0,186009.0,2010-09-29,657161.0,186009.0,26715.0,2383.97
100,741,12.3,0.0,0.0,0,0,0.0,102.49,63366.9,19331.4,414.3,26715.0,186009.0,55.3,2383.97,2010-09-30,653519.0,2010-09-30,653519.0,186009.0,2010-09-30,653519.0,186009.0,26715.0,2383.97
101,746,3.7,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-01,662114.0,2010-10-01,662114.0,135204.0,2010-10-01,662114.0,135204.0,27726.0,2445.48
102,751,1.7,0.0,0.0,0,1,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-02,651089.0,2010-10-02,651089.0,135204.0,2010-10-02,651089.0,135204.0,27726.0,2445.48
103,756,1.5,0.0,0.0,1,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-03,648228.0,2010-10-03,648228.0,135204.0,2010-10-03,648228.0,135204.0,27726.0,2445.48
104,761,3.3,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-04,679064.0,2010-10-04,679064.0,135204.0,2010-10-04,679064.0,135204.0,27726.0,2445.48
105,766,2.5,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-05,683753.0,2010-10-05,683753.0,135204.0,2010-10-05,683753.0,135204.0,27726.0,2445.48
106,771,4.2,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-06,683893.0,2010-10-06,683893.0,135204.0,2010-10-06,683893.0,135204.0,27726.0,2445.48
107,775,6.1,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-07,684195.0,2010-10-07,684195.0,135204.0,2010-10-07,684195.0,135204.0,27726.0,2445.48
108,781,5.4,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-08,679220.0,2010-10-08,679220.0,135204.0,2010-10-08,679220.0,135204.0,27726.0,2445.48
109,786,5.6,0.0,0.0,0,1,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-09,654572.0,2010-10-09,654572.0,135204.0,2010-10-09,654572.0,135204.0,27726.0,2445.48
110,791,5.3,0.0,0.0,1,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-10,648158.0,2010-10-10,648158.0,135204.0,2010-10-10,648158.0,135204.0,27726.0,2445.48
111,795,6.1,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-11,673996.0,2010-10-11,673996.0,135204.0,2010-10-11,673996.0,135204.0,27726.0,2445.48
112,801,5.8,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-12,679299.0,2010-10-12,679299.0,135204.0,2010-10-12,679299.0,135204.0,27726.0,2445.48
113,806,4.7,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-13,685904.0,2010-10-13,685904.0,135204.0,2010-10-13,685904.0,135204.0,27726.0,2445.48
114,811,3.7,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-14,688689.0,2010-10-14,688689.0,135204.0,2010-10-14,688689.0,135204.0,27726.0,2445.48
115,815,2.2,0.0,0.0,0,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-15,692722.0,2010-10-15,692722.0,135204.0,2010-10-15,692722.0,135204.0,27726.0,2445.48
116,820,3.6,0.0,0.0,0,1,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-16,675993.0,2010-10-16,675993.0,135204.0,2010-10-16,675993.0,135204.0,27726.0,2445.48
117,826,2.4,0.0,0.0,1,0,0.0,106.36,98856.8,22240.4,480.4,27726.0,135204.0,72.3,2445.48,2010-10-17,663511.0,2010-10-17,663511.0,135204.0,2010-10-17,663511.0,135204.0,27726.0,2445.48
